"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL1431";"METFORMIN";"LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|METFORMINA|METFORMINE|Metformin";"Small molecule";"4.0";"129.17";"770";"2990";"-1.03";"88.99";"2";"4";"0";"0";"N";"0.25";"None";"12.33";"-0.92";"-5.62";"0";"MOL";"0";"9";"5";"5";"0";"129.1014";"0.07";"BASE";"C4H11N5";"CN(C)C(=N)NC(=N)N";"XZWYZXLIPXDOLR-UHFFFAOYSA-N";"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)";"False";"0";"['Metformin', 'metformin', 'Metformin', 'metformin', 'metformin', 'Metformine', 'metformin', 'Metformin', 'metformin', 'metformin', 'Metformin', 'SID11112469', 'Metformin', 'metformin', 'met', '1, Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', '5', 'metformin', 'metformin', 'metformin', '204', 'metphormin(2)', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'metformin', 'metformin', 'SID174006543', 'Metformin', 'metformin', 'table-1 Metformin', 'Metformin', 'metformin', '60', 'Met', 'Metformin', 'MET', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'SID137275802', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMINE', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', '71', 'Metformin', 'metformin', 'metformin', 'Metformin', 'Metformin', 'METFORMIN', 'Dimethyldiguanide', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'MET', 'Metformin', 'Metformin', 'metformin 50 milligrams per kilogram', 'Metformin', 'Metformin', 'metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Meltformin', 'Metformin', 'Metformin', 'metformin', 'Me', 'Metformin', 'Metformin', '94', 'Metformin', 'Metformin', 'Metformin', 'SID144212687', 'Met', 'Metformin', 'Met', 'metformin', 'metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Met', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'MET', 'metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', '8', 'AZ26', 'Metformin', 'METFORMIN HYDROCHLORIDE', 'MFM', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'MET', 'metformin', 'Metformin', '25', 'Metformin', 'PC', 'COVC-3899383630', 'Metformin (2)', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'BA1000401', 'Metformin', '33', 'Metformin', 'MF', 'Metformin']";"['Metformin', 'metformin', 'Metformin', 'metformin', 'metformin', 'N,N-dimethylimidodicarbonimidic diamide', 'metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'SID11112469', 'Metformin', 'N,N-dimethylimidodicarbonimidic diamide', 'metformin', 'N,N-dimethylimidodicarbonimidic diamide', 'N,N-dimethylimidodicarbonimidic diamide', 'N,N-dimethylimidodicarbonimidic diamide', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'metformin', 'metformin', 'metformin', 'metformin', 'Metformin', 'N,N-dimethylimidodicarbonimidic diamide', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'metformin', 'metformin', 'SID174006543', 'N,N-dimethylimidodicarbonimidic diamide', '(metformin)N-amino(imino)methyl-N,N-dimethyliminomethanediamine', 'N-amino(imino)methyl-N,N-dimethyliminomethanediamine', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'SID137275802', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMINE', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Dimethyldiguanide', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Meltformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'SID144212687', 'Metformin', 'Metformin', 'metformin', 'metformin', 'metformin', 'N,N-dimethylimidodicarbonimidic diamide', 'metformin', 'Metformin', 'metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'Metformin', '3-carbamimidoyl-1,1-dimethyl-guanidine', 'Metformin', 'METFORMIN HYDROCHLORIDE', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMIN', '2-carbamimidoyl-1,1-dimethyl-guanidine', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'METFORMIN', 'Metformin', 'Metformin', 'Metformin', 'Metformin', 'Metformin']"
"CHEMBL2108655";"TOLEVAMER POTASSIUM SODIUM";"GT-267-004|GT-267004|GT267-004|TOLEVAMER POTASSIUM SODIUM";"Small molecule";"3.0";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";"";"";"False";"0";"['TOLEVAMER POTASSIUM SODIUM', 'TOLEVAMER POTASSIUM SODIUM']";"['TOLEVAMER POTASSIUM SODIUM', 'TOLEVAMER POTASSIUM SODIUM']"
"CHEMBL4585668";"BELZUTIFAN";"BELZUTIFAN|MK-6482|MK6482|PT 2977|PT-2977|PT2977|WELIREG";"Small molecule";"4.0";"383.35";"133";"215";"3.29";"87.39";"5";"1";"0";"3";"N";"0.88";"12.53";"None";"1.88";"1.88";"2";"MOL";"0";"26";"5";"1";"0";"383.0439";"-0.89";"NEUTRAL";"C17H12F3NO4S";"CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F";"LOMMPXLFBTZENJ-ZACQAIPSSA-N";"InChI=1S/C17H12F3NO4S/c1-26(23,24)12-3-2-11(13-14(12)17(22)16(20)15(13)19)25-10-5-8(7-21)4-9(18)6-10/h2-6,15-17,22H,1H3/t15-,16-,17+/m1/s1";"False";"0";"['2; PT2977', 'BELZUTIFAN', 'BELZUTIFAN', 'BELZUTIFAN', 'BELZUTIFAN', 'PT2977']";"['3-(((1S,2S,3R)-2,3-difluoro-1-hydroxy-7-(methylsulfonyl)-2,3-dihydro-1H-inden-4-yl)oxy)-5-fluorobenzonitrile', 'BELZUTIFAN', 'BELZUTIFAN', 'BELZUTIFAN', 'BELZUTIFAN', '3-[(1S,2S,3R)-2,3-difluoro-1-hydroxy-7-methylsulfonyl-indan-4-yl]oxy-5-fluoro-benzonitrile']"
"CHEMBL447955";"SERLOPITANT";"MK-0594|SERLOPITANT|Serlopitant|VPD-737";"Small molecule";"3.0";"555.53";"14";"57";"7.68";"29.54";"3";"0";"2";"5";"N";"0.35";"None";"2.07";"6.75";"6.75";"2";"MOL";"0";"39";"3";"0";"2";"555.2008";"-0.04";"NEUTRAL";"C29H28F7NO2";"C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1";"FLNYCRJBCNNHRH-OIYLJQICSA-N";"InChI=1S/C29H28F7NO2/c1-16(19-10-20(28(31,32)33)12-21(11-19)29(34,35)36)39-26-9-4-18-14-37(23-7-8-24(38)13-23)15-25(18)27(26)17-2-5-22(30)6-3-17/h2-3,5-6,10-13,16,18,25-27H,4,7-9,14-15H2,1H3/t16-,18-,25-,26+,27+/m1/s1";"False";"0";"['SERLOPITANT', '17', 'SERLOPITANT', '2']";"['SERLOPITANT', '3-[(3aR,4R,5S,7aS)-5-{(1R)-1-[3,5-Bis(trifluoromethyl)phenyl]ethoxy}-4-(4-fluorophenyl)octahydro-1H-isoindol-2-yl]cyclopent-2-en-1-one', 'SERLOPITANT', '3-((3aR,4R,5S,7aS)-5-((R)-1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)-4-(4-fluorophenyl)-1H-isoindol-2(3H,3aH,4H,5H,6H,7H,7aH)-yl)cyclopent-2-enone']"
"CHEMBL1233524";"MK-3281";"MK 3281|MK-3281";"Small molecule";"1.0";"475.63";"23";"59";"5.31";"57.94";"5";"1";"1";"6";"N";"0.52";"3.57";"8.88";"2.67";"2.66";"3";"MOL";"0";"35";"6";"1";"1";"475.2835";"-0.32";"ZWITTERION";"C29H37N3O3";"CN(C)CCN(C)[C@H]1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2C1";"YQUCBFIQSJVCOR-JOCHJYFZSA-N";"InChI=1S/C29H37N3O3/c1-30(2)15-16-31(3)22-18-32-25-17-21(29(33)34)13-14-23(25)27(20-9-5-4-6-10-20)28(32)24-11-7-8-12-26(24)35-19-22/h7-8,11-14,17,20,22H,4-6,9-10,15-16,18-19H2,1-3H3,(H,33,34)/t22-/m1/s1";"False";"0";"['MK-3281', '33, MK-3281']";"['MK-3281', '(7R)-14-Cyclohexyl-7-{[2-(dimethylamino)ethyl](methyl)amino}-7,8-dihydro-6H-indolo[1,2-e][1,5]benzoxazocine-11-carboxylic Acid']"
"CHEMBL5314924";"MK-8189";"MK-8189";"Small molecule";"2.0";"382.49";"14";"61";"3.44";"85.71";"8";"1";"0";"7";"N";"0.67";"None";"6.15";"2.44";"2.42";"3";"MOL";"0";"27";"7";"1";"0";"382.1576";"-1.49";"NEUTRAL";"C19H22N6OS";"Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1";"WQKPZDLZRFTMTI-CABCVRRESA-N";"InChI=1S/C19H22N6OS/c1-11-4-5-16(20-8-11)15-6-14(15)10-26-18-7-17(22-12(2)23-18)21-9-19-25-24-13(3)27-19/h4-5,7-8,14-15H,6,9-10H2,1-3H3,(H,21,22,23)/t14-,15+/m1/s1";"False";"0";"['18; MK-8189', 'MK-8189']";"['2-Methyl-N-((5-methyl-1,3,4-thiadiazol-2-yl)methyl)-6-(((1S,2S)-2-(5-methylpyridin-2-yl)cydopropyl)methoxy)pyrimidin-4-amine', 'MK-8189']"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4.0";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"-0.42";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N";"InChI=1S/C36H47N5O4.H2O4S/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43;1-5(2,3)4/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45);(H2,1,2,3,4)/t28-,29+,31+,32-,33+;/m1./s1";"False";"0";"['SID170465228', 'indinavir sulfate', 'indinavir sulfate', 'Indinavir sulfate', 'indinavir sulfate', 'indinavir sulfate', 'indinavir sulfate', 'Indinavir sulfate', 'SID49681566', 'indinavir sulphate', 'INDINAVIR SULFATE', 'indinavir sulfate', 'Idinavir Sulfate', 'SID144205240', 'SID144212732', 'INDINAVIR SULFATE', 'Indinavir sulfate', 'INDINAVIR SULFATE', 'SAM001246588', 'INDINAVIR SULFATE']";"['SID170465228', 'Indinavir sulfate', '1-[2-Hydroxy-4-(2-hydroxy-indan-1-ylcarbamoyl)-5-phenyl-pentyl]-4-pyridin-3-ylmethyl-piperazine-2-carboxylic acid tert-butylamide; sulfate', 'Indinavir sulfate', 'Indinavir sulfate', 'Indinavir sulfate', 'Indinavir sulfate', 'Indinavir sulfate', 'SID49681566', 'indinavir sulphate', 'INDINAVIR SULFATE', 'Indinavir sulfate', 'Idinavir Sulfate', 'SID144205240', 'SID144212732', 'INDINAVIR SULFATE', 'Indinavir sulfate', 'INDINAVIR SULFATE', 'C0164646', 'INDINAVIR SULFATE']"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4.0";"444.42";"75";"762";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"-1.08";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1";"CZFFBEXEKNGXKS-UHFFFAOYSA-N";"InChI=1S/C20H21FN6O5/c1-10-25-26-17(32-10)16(30)24-20(2,3)19-23-13(14(28)18(31)27(19)4)15(29)22-9-11-5-7-12(21)8-6-11/h5-8,28H,9H2,1-4H3,(H,22,29)(H,24,30)";"False";"0";"['Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'MK-0518', 'Isentress', '1, raltegravir', '1', 'Raltegravir', '1, MK-0518', 'Raltegravir, MK-0518', 'MK-0518', '2, MK-0518', '27, raltegravir', '1', 'SID170466888', 'Raltegravir', 'raltegravir', 'MK-0518', 'RGV', 'MK-0518', '7', 'MK-0518', 'RAL, MK-0518', 'Raltegravir', '1, MK-0518', '1', '1', 'RAL', 'Ral', 'RALTEGRAVIR', 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', 'MK-0518', 'MK0518', '2, RAL, MK-0518', 'SID124896574', 'MK-0518', 'Raltegravir', 'RAL', 'RAL', 'RAL', 'Raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'Raltegravir (MK-0518)', 'RAL', 'Raltegravir', 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', '1, RAL', 'RALTEGRAVIR (MK-0518)', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'RAL', '5666', 'COVC-2284109207', 'Raltegravir', 'RAL', 'raltegravir', 'RAL', 'Raltegravir', '1, RAL', 'MK-0518', 'RAL', '74', 'Raltegravir', 'Raltegravir', '2, MK-0518', 'RAL', 'RAL', 'RAL', 'RAL; MK-0518', 'RAL', 'Raltegravir (MK-0518)', 'RAL', 'RAL', 'RAL', 'RAL', 'Raltegravir', '1', 'Raltegravir', '1', 'RALTEGRAVIR', '1', 'RAL', 'RALTEGRAVIR', 'RLT', 'Raltegravir', 'Raltegravir', 'RAL', 'Raltegravir', 'RAL', '24', 'Raltegravir', '9', 'RAL', 'Raltegravir', 'Raltegravir (MK-0518)', 'Raltegravir', 'RAL', 'RGV', '10', 'RAL', '53', 'raltegravir', 'RAL; MK-0518', '2', '8']";"['Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'N-(4-fluorobenzyl)-5-hydroxy-1-methyl-2-(2-(2-methyl-1,3,4-oxadiazole-5-carboxamido)propan-2-yl)-6-oxo-1,6-dihydropyrimidine-4-carboxamide', 'Raltegravir', 'Raltegravir', 'Reltegravir', 'Raltegravir', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'N-(4-fluorobenzyl)-5-hydroxy-1-methyl-2-(2-(2-methyl-1,3,4-oxadiazole-5-carboxamido)propan-2-yl)-6-oxo-1,6-dihydropyrimidine-4-carboxamide', 'N-(4-Fluorobenzyl)-5-hydroxy-1-methyl-2-(1-methyl-1-{[(5-methyl-1,3,4-oxadiazol-2-yl)carbonyl]amino}ethyl)-6-oxo-1,6-dihydropyrimidine-4-carboxamide', 'Raltegravir', 'SID170466888', 'Raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', 'raltegravir', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'SID124896574', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'Raltegravir (MK-0518)', 'raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'RALTEGRAVIR (MK-0518)', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir', None, 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', 'raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir (MK-0518)', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'raltegravir', 'Raltegravir', 'RALTEGRAVIR', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'N-[1-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxo-pyrimidin-2-yl]-1-methyl-ethyl]-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'N-(2-(4-(4-fluorobenzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl)propan-2-yl)-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'Raltegravir', 'Raltegravir (MK-0518)', 'Raltegravir', 'Raltegravir', 'N-[1-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxo-pyrimidin-2-yl]-1-methyl-ethyl]-5-methyl-1,3,4-oxadiazole-2-carboxamide', 'Raltegravir', 'Raltegravir', 'Raltegravir', 'raltegravir', 'Raltegravir', 'Raltegravir', 'Raltegravir']"
"CHEMBL2107822";"FILOREXANT";"FILOREXANT|MK-6096";"Small molecule";"2.0";"420.49";"13";"45";"4.31";"68.21";"5";"0";"0";"5";"N";"0.62";"None";"1.47";"4.20";"4.20";"3";"MOL";"0";"31";"6";"0";"0";"420.1962";"-1.61";"NEUTRAL";"C24H25FN4O2";"Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1";"NPFDWHQSDBWQLH-QZTJIDSGSA-N";"InChI=1S/C24H25FN4O2/c1-16-4-8-20(23-26-10-3-11-27-23)21(12-16)24(30)29-14-18(6-5-17(29)2)15-31-22-9-7-19(25)13-28-22/h3-4,7-13,17-18H,5-6,14-15H2,1-2H3/t17-,18-/m1/s1";"False";"0";"['BDBM104692', 'FILOREXANT', 'FILOREXANT', '3; MK-6096', 'Filorexant', 'Filorexant', '4, MK-6096', 'Filorexant', '4, MK-6096', 'FILOREXANT', '50', 'FILOREXANT', 'FILOREXANT', 'Filorexant', '52']";"['US8569311, E-5', 'FILOREXANT', 'FILOREXANT', 'Filorexant', 'Filorexant', 'Filorexant', 'Filorexant', 'Filorexant', '((2R,5R)-5-((5-fluoropyridin-2-yloxy)methyl)-2-methylpiperidin-1-yl)(5-methyl-2-(pyrimidin-2-yl)phenyl)methanone', 'FILOREXANT', 'filorexant', 'FILOREXANT', 'FILOREXANT', 'Filorexant', 'Filorexant']"
"CHEMBL2386889";"SCH-900776";"MK-8776|SCH 900776|SCH-900776";"Small molecule";"2.0";"376.26";"291";"304";"1.94";"86.06";"7";"2";"0";"2";"N";"0.71";"None";"9.58";"1.15";"-1.00";"3";"MOL";"0";"23";"7";"3";"0";"375.0807";"-1.39";"BASE";"C15H18BrN7";"Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1";"GMIZZEXBPRLVIV-SECBINFHSA-N";"InChI=1S/C15H18BrN7/c1-22-8-10(6-19-22)11-7-20-23-14(17)12(16)13(21-15(11)23)9-3-2-4-18-5-9/h6-9,18H,2-5,17H2,1H3/t9-/m1/s1";"False";"0";"['SCH-900776', '29', 'MK-8776', 'MK-8776 (SCH 900776)', 'SCH-900776', 'MK-8776 (SCH 900776)', 'MK-8776', 'MK-8776 (SCH 900776)', 'COVC-3893560377', 'MK-8776 (SCH 900776)', 'EOS100956']";"['SCH-900776', '(R)-6-bromo-3-(1-methyl-1H-pyrazol-4-yl)-5-(piperidin-3-yl)pyrazolo[1,5-a]pyrimidin-7-amine', 'MK-8776', 'MK-8776 (SCH 900776)', 'SCH-900776', 'MK-8776 (SCH 900776)', 'MK-8776', 'MK-8776 (SCH 900776)', 'SCH-900776', 'MK-8776 (SCH 900776)', 'MK-8776']"
"CHEMBL2108712";"PLOVAMER ACETATE";"CO-14|PI-2301|PI-2301 ACETATE|PLOVAMER ACETATE";"Small molecule";"2.0";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";"";"";"False";"0";"['PLOVAMER ACETATE', 'PLOVAMER ACETATE']";"['PLOVAMER ACETATE', 'PLOVAMER ACETATE']"
